"Jahr";"Examensstufe";"Fachrichtung";"Geschlecht";"Hochschule";Abschlüsse der universitären Hochschulen
"2020";"Doktorat";"Biologie";"Mann";"GE";10
"2020";"Doktorat";"Biologie";"Mann";"LS";43
"2020";"Doktorat";"Biologie";"Mann";"LU";0
"2020";"Doktorat";"Biologie";"Mann";"NE";4
"2020";"Doktorat";"Biologie";"Mann";"SG";0
"2020";"Doktorat";"Biologie";"Mann";"UZH";45
"2020";"Doktorat";"Biologie";"Mann";"USI";0
"2020";"Doktorat";"Biologie";"Mann";"Andere UI";0
"2020";"Doktorat";"Biologie";"Mann";"EPFL";0
"2020";"Doktorat";"Biologie";"Mann";"ETHZ";26
"2020";"Doktorat";"Biologie";"Frau";"BS";69
"2020";"Doktorat";"Biologie";"Frau";"BE";5
"2020";"Doktorat";"Biologie";"Frau";"FR";7
"2020";"Doktorat";"Biologie";"Frau";"GE";13
"2020";"Doktorat";"Biologie";"Frau";"LS";61
"2020";"Doktorat";"Biologie";"Frau";"LU";0
"2020";"Doktorat";"Biologie";"Frau";"NE";8
"2020";"Doktorat";"Biologie";"Frau";"SG";0
"2020";"Doktorat";"Biologie";"Frau";"UZH";92
"2020";"Doktorat";"Biologie";"Frau";"USI";0
"2020";"Doktorat";"Biologie";"Frau";"Andere UI";0
"2020";"Doktorat";"Biologie";"Frau";"EPFL";0
"2020";"Doktorat";"Biologie";"Frau";"ETHZ";13
"2020";"Doktorat";"Erdwissenschaften";"Mann";"BS";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"BE";5
"2020";"Doktorat";"Erdwissenschaften";"Mann";"FR";2
"2020";"Doktorat";"Erdwissenschaften";"Mann";"GE";15
"2020";"Doktorat";"Erdwissenschaften";"Mann";"LS";8
"2020";"Doktorat";"Erdwissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"NE";3
"2020";"Doktorat";"Erdwissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"UZH";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Erdwissenschaften";"Mann";"ETHZ";16
"2020";"Doktorat";"Erdwissenschaften";"Frau";"BS";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"BE";6
"2020";"Doktorat";"Erdwissenschaften";"Frau";"FR";4
"2020";"Doktorat";"Erdwissenschaften";"Frau";"GE";8
"2020";"Doktorat";"Erdwissenschaften";"Frau";"LS";3
"2020";"Doktorat";"Erdwissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"NE";4
"2020";"Doktorat";"Erdwissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"UZH";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"USI";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Erdwissenschaften";"Frau";"ETHZ";20
"2020";"Doktorat";"Geographie";"Mann";"BS";1
"2020";"Doktorat";"Geographie";"Mann";"BE";4
"2020";"Doktorat";"Geographie";"Mann";"FR";2
"2020";"Doktorat";"Geographie";"Mann";"GE";0
"2020";"Doktorat";"Geographie";"Mann";"LS";0
"2020";"Doktorat";"Geographie";"Mann";"LU";0
"2020";"Doktorat";"Geographie";"Mann";"NE";0
"2020";"Doktorat";"Geographie";"Mann";"SG";0
"2020";"Doktorat";"Geographie";"Mann";"UZH";7
"2020";"Doktorat";"Geographie";"Mann";"USI";0
"2020";"Doktorat";"Geographie";"Mann";"Andere UI";0
"2020";"Doktorat";"Geographie";"Mann";"EPFL";0
"2020";"Doktorat";"Geographie";"Mann";"ETHZ";0
"2020";"Doktorat";"Geographie";"Frau";"BS";2
"2020";"Doktorat";"Geographie";"Frau";"BE";7
"2020";"Doktorat";"Geographie";"Frau";"FR";2
"2020";"Doktorat";"Geographie";"Frau";"GE";0
"2020";"Doktorat";"Geographie";"Frau";"LS";0
"2020";"Doktorat";"Geographie";"Frau";"LU";0
"2020";"Doktorat";"Geographie";"Frau";"NE";0
"2020";"Doktorat";"Geographie";"Frau";"SG";0
"2020";"Doktorat";"Geographie";"Frau";"UZH";7
"2020";"Doktorat";"Geographie";"Frau";"USI";0
"2020";"Doktorat";"Geographie";"Frau";"Andere UI";0
"2020";"Doktorat";"Geographie";"Frau";"EPFL";0
"2020";"Doktorat";"Geographie";"Frau";"ETHZ";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"BS";5
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"BE";4
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"FR";1
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"GE";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"LS";8
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"UZH";2
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"USI";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"EPFL";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Mann";"ETHZ";2
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"BS";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"BE";7
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"FR";1
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"GE";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"LS";5
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"LU";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"NE";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"SG";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"UZH";3
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"USI";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"EPFL";0
"2020";"Doktorat";"Naturwissenschaften übergreifend/übrige";"Frau";"ETHZ";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"BS";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"BE";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"FR";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"GE";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"LS";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"LU";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"NE";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"SG";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"UZH";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"USI";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"Andere UI";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"EPFL";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Mann";"ETHZ";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"BS";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"BE";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"FR";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"GE";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"LS";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"LU";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"NE";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"SG";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"UZH";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"USI";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"Andere UI";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"EPFL";0
"2020";"Doktorat";"Lehrkräfteausbildung Sekundarstufe I (Phil. II)";"Frau";"ETHZ";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"BS";4
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"BE";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"FR";5
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"GE";3
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"LS";2
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"UZH";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"USI";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"EPFL";22
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Mann";"ETHZ";37
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"BS";5
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"BE";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"FR";7
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"GE";18
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"LS";2
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"LU";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"NE";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"SG";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"UZH";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"USI";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"EPFL";22
"2020";"Doktorat";"Exakte und Naturwissenschaften übergreifend/übrige";"Frau";"ETHZ";43
"2020";"Doktorat";"Humanmedizin";"Mann";"BS";84
"2020";"Doktorat";"Humanmedizin";"Mann";"BE";136
"2020";"Doktorat";"Humanmedizin";"Mann";"FR";0
"2020";"Doktorat";"Humanmedizin";"Mann";"GE";34
"2020";"Doktorat";"Humanmedizin";"Mann";"LS";37
"2020";"Doktorat";"Humanmedizin";"Mann";"LU";0
"2020";"Doktorat";"Humanmedizin";"Mann";"NE";0
"2020";"Doktorat";"Humanmedizin";"Mann";"SG";0
"2020";"Doktorat";"Humanmedizin";"Mann";"UZH";88
"2020";"Doktorat";"Humanmedizin";"Mann";"USI";2
"2020";"Doktorat";"Humanmedizin";"Mann";"Andere UI";0
"2020";"Doktorat";"Humanmedizin";"Mann";"EPFL";0
"2020";"Doktorat";"Humanmedizin";"Mann";"ETHZ";0
"2020";"Doktorat";"Humanmedizin";"Frau";"BS";88
"2020";"Doktorat";"Humanmedizin";"Frau";"BE";157
"2020";"Doktorat";"Humanmedizin";"Frau";"FR";0
"2020";"Doktorat";"Humanmedizin";"Frau";"GE";33
"2020";"Doktorat";"Humanmedizin";"Frau";"LS";36
"2020";"Doktorat";"Humanmedizin";"Frau";"LU";0
"2020";"Doktorat";"Humanmedizin";"Frau";"NE";0
"2020";"Doktorat";"Humanmedizin";"Frau";"SG";0
"2020";"Doktorat";"Humanmedizin";"Frau";"UZH";100
"2020";"Doktorat";"Humanmedizin";"Frau";"USI";8
"2020";"Doktorat";"Humanmedizin";"Frau";"Andere UI";0
"2020";"Doktorat";"Humanmedizin";"Frau";"EPFL";0
"2020";"Doktorat";"Humanmedizin";"Frau";"ETHZ";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"BS";14
"2020";"Doktorat";"Zahnmedizin";"Mann";"BE";26
"2020";"Doktorat";"Zahnmedizin";"Mann";"FR";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"GE";1
"2020";"Doktorat";"Zahnmedizin";"Mann";"LS";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"LU";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"NE";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"SG";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"UZH";9
"2020";"Doktorat";"Zahnmedizin";"Mann";"USI";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"Andere UI";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"EPFL";0
"2020";"Doktorat";"Zahnmedizin";"Mann";"ETHZ";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"BS";15
"2020";"Doktorat";"Zahnmedizin";"Frau";"BE";20
"2020";"Doktorat";"Zahnmedizin";"Frau";"FR";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"GE";6
"2020";"Doktorat";"Zahnmedizin";"Frau";"LS";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"LU";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"NE";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"SG";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"UZH";32
"2020";"Doktorat";"Zahnmedizin";"Frau";"USI";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"Andere UI";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"EPFL";0
"2020";"Doktorat";"Zahnmedizin";"Frau";"ETHZ";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"BS";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"BE";9
"2020";"Doktorat";"Veterinärmedizin";"Mann";"FR";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"GE";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"LS";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"LU";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"NE";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"SG";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"UZH";11
"2020";"Doktorat";"Veterinärmedizin";"Mann";"USI";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"Andere UI";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"EPFL";0
"2020";"Doktorat";"Veterinärmedizin";"Mann";"ETHZ";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"BS";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"BE";33
"2020";"Doktorat";"Veterinärmedizin";"Frau";"FR";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"GE";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"LS";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"LU";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"NE";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"SG";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"UZH";49
"2020";"Doktorat";"Veterinärmedizin";"Frau";"USI";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"Andere UI";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"EPFL";0
"2020";"Doktorat";"Veterinärmedizin";"Frau";"ETHZ";0
"2020";"Doktorat";"Pharmazie";"Mann";"BS";9
"2020";"Doktorat";"Pharmazie";"Mann";"BE";0
"2020";"Doktorat";"Pharmazie";"Mann";"FR";0
"2020";"Doktorat";"Pharmazie";"Mann";"GE";5
"2020";"Doktorat";"Pharmazie";"Mann";"LS";0
"2020";"Doktorat";"Pharmazie";"Mann";"LU";0
"2020";"Doktorat";"Pharmazie";"Mann";"NE";0
"2020";"Doktorat";"Pharmazie";"Mann";"SG";0
"2020";"Doktorat";"Pharmazie";"Mann";"UZH";0
"2020";"Doktorat";"Pharmazie";"Mann";"USI";0
"2020";"Doktorat";"Pharmazie";"Mann";"Andere UI";0
"2020";"Doktorat";"Pharmazie";"Mann";"EPFL";0
"2020";"Doktorat";"Pharmazie";"Mann";"ETHZ";15
"2020";"Doktorat";"Pharmazie";"Frau";"BS";13
"2020";"Doktorat";"Pharmazie";"Frau";"BE";0
"2020";"Doktorat";"Pharmazie";"Frau";"FR";0
"2020";"Doktorat";"Pharmazie";"Frau";"GE";11
"2020";"Doktorat";"Pharmazie";"Frau";"LS";0
"2020";"Doktorat";"Pharmazie";"Frau";"LU";0
"2020";"Doktorat";"Pharmazie";"Frau";"NE";0
"2020";"Doktorat";"Pharmazie";"Frau";"SG";0
"2020";"Doktorat";"Pharmazie";"Frau";"UZH";0
"2020";"Doktorat";"Pharmazie";"Frau";"USI";0
"2020";"Doktorat";"Pharmazie";"Frau";"Andere UI";0
"2020";"Doktorat";"Pharmazie";"Frau";"EPFL";0
"2020";"Doktorat";"Pharmazie";"Frau";"ETHZ";13
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"BS";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"BE";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"FR";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"GE";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"LS";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"NE";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"UZH";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Pflegewissenschaften";"Mann";"ETHZ";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"BS";3
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"BE";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"FR";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"GE";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"LS";4
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"NE";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"UZH";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"USI";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Pflegewissenschaften";"Frau";"ETHZ";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"BS";23
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"BE";57
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"FR";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"GE";11
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"LS";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"LU";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"NE";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"SG";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"UZH";1
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"USI";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"EPFL";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Mann";"ETHZ";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"BS";24
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"BE";61
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"FR";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"GE";14
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"LS";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"LU";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"NE";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"SG";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"UZH";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"USI";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"EPFL";0
"2020";"Doktorat";"Medizin und Pharmazie übergreifend/übrige";"Frau";"ETHZ";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"BS";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"BE";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"FR";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"GE";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"LS";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"LU";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"NE";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"SG";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"UZH";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"USI";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"Andere UI";0
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"EPFL";19
"2020";"Doktorat";"Bauingenieurwesen";"Mann";"ETHZ";17
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"BS";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"BE";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"FR";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"GE";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"LS";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"LU";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"NE";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"SG";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"UZH";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"USI";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"Andere UI";0
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"EPFL";6
"2020";"Doktorat";"Bauingenieurwesen";"Frau";"ETHZ";11
"2020";"Doktorat";"Architektur und Planung";"Mann";"BS";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"BE";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"FR";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"GE";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"LS";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"LU";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"NE";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"SG";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"UZH";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"USI";1
"2020";"Doktorat";"Architektur und Planung";"Mann";"Andere UI";0
"2020";"Doktorat";"Architektur und Planung";"Mann";"EPFL";9
"2020";"Doktorat";"Architektur und Planung";"Mann";"ETHZ";11
"2020";"Doktorat";"Architektur und Planung";"Frau";"BS";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"BE";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"FR";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"GE";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"LS";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"LU";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"NE";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"SG";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"UZH";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"USI";2
"2020";"Doktorat";"Architektur und Planung";"Frau";"Andere UI";0
"2020";"Doktorat";"Architektur und Planung";"Frau";"EPFL";4
"2020";"Doktorat";"Architektur und Planung";"Frau";"ETHZ";15
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"BS";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"BE";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"FR";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"GE";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"LS";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"LU";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"NE";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"SG";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"UZH";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"USI";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"Andere UI";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"EPFL";6
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Mann";"ETHZ";9
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"BS";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"BE";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"FR";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"GE";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"LS";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"LU";0
"2020";"Doktorat";"Kulturtechnik und Vermessung";"Frau";"NE";0
